Année,Classement,Temps,Nom,Nationnalité,Sexe,Catégory,Index
2015,186,32:37:39,Vincent TASSIAUX,France,Men,45-49,660
2015,187,32:40:17,Robin CRENN,France,Men,20-34,589
2015,188,32:40:25,Birgir SAEVARSOON,Iceland,Men,40-44,-
2015,189,32:40:26,Elisabet MARGEIRSDOTTIR,Iceland,Women,20-34,652
2015,190,32:40:30,Ivan MANZANO-PATON,Spain,Men,40-44,-
2015,191,32:40:34,Gregor HERON,United Kingdom,Men,45-49,-
2015,192,32:43:59,Pierre MORIZOT,France,Men,20-34,649
2015,193,32:45:18,Jorge-Manuel GARCIA RODRIGUEZ,Spain,Men,40-44,675
2015,194,32:45:59,Harri SALOVAARA,Finland,Men,35-39,467
2015,195,32:46:50,Kian POURADY,France,Men,45-49,500
2015,196,32:50:04,Gustavo SANGIORGI,Italy,Men,50-54,546
2015,197,32:52:49,Federico ARRIBAS,Argentina,Men,35-39,671
2015,198,32:52:50,Antonio MARIN,Spain,Men,35-39,573
2015,199,32:52:53,Jose-Antonio ROJANO,Spain,Men,40-44,739
2015,200,32:52:58,Antonio IBARRA BERROCAL,Spain,Men,35-39,676
2015,201,32:56:14,Kuba MOLSKI,Poland,Men,20-34,-
2015,202,32:57:57,Konstantin ATANASOV,Bulgaria,Men,20-34,637
2015,203,32:57:59,Mariya NIKOLOVA,Bulgaria,Women,20-34,671
2015,204,32:58:05,Jean-Marc PERRET,France,Men,60-64,-
2015,205,32:58:19,Pierre ROYER,France,Men,35-39,582
2015,206,32:58:25,Sebastien RAMADE,France,Men,40-44,-
2015,207,32:59:51,Jorg DESTEFFANI,Switzerland,Men,50-54,484
2015,208,33:02:02,Joan ROCH,Canada,Men,40-44,-
2015,209,33:02:51,Stephane QUELOZ,Switzerland,Men,35-39,654
2015,210,33:02:52,Mark BROOKS,United Kingdom,Men,45-49,-
2015,211,33:06:14,Holger BOLLER,Germany,Men,45-49,557
2015,212,33:06:39,Abris SULYOK,Hungary,Men,20-34,-
2015,213,33:07:38,Carmen-Maria PEREZ,Spain,Women,20-34,-
2015,214,33:10:23,Stephane RENAUT,France,Men,35-39,639
2015,215,33:12:43,Didier MALLEGOL,France,Men,50-54,-
2015,216,33:13:41,Horst RABER,Germany,Men,45-49,-
2015,217,33:17:11,Chun Fung TAM,"Hong Kong, China",Men,20-34,576
2015,218,33:20:39,Raul CASTRO,Spain,Men,35-39,-
2015,219,33:24:53,Jesús VICENTE BLANCO,Spain,Men,40-44,621
2015,220,33:25:28,David BORNENS,France,Men,20-34,-
2015,221,33:27:09,Franck CONVERT,France,Men,45-49,573
2015,222,33:27:18,Juergen NINI,Austria,Men,20-34,-
2015,223,33:28:36,Jakub RADZIEJOWSKI,Poland,Men,35-39,-
2015,224,33:28:42,Amelia WATTS,United Kingdom,Women,35-39,657
2015,225,33:29:02,Federico CROTTI,Italy,Men,45-49,-
